Assuming 9 as type relation
Loading files... 
  Starting db_tri.txt
  Finished db_tri.txt, still running: 0
Loaded 191430 facts in 1.36 s using -317 MB
Using HeadCoverage as pruning metric with minimum threshold 0.001
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.01
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 1 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/birthPlace  ?a  ?m  http://dbpedia.org/ontology/hometown  ?g   => ?a  equalTo  ?b	0.0014	0.323076923	0.323076923	21	65	65	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/country  ?g  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?a   => ?a  equalTo  ?b	0.001266667	0.59375	0.59375	19	32	32	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/birthPlace  ?g  ?m  http://dbpedia.org/ontology/hometown  ?a   => ?a  equalTo  ?b	0.0014	0.323076923	0.323076923	21	65	65	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/birthPlace  ?g  ?m  http://dbpedia.org/ontology/deathPlace  ?a   => ?a  equalTo  ?b	0.003333333	0.342465753	0.342465753	50	146	146	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/developer  ?a  ?m  http://dbpedia.org/ontology/publisher  ?g   => ?a  equalTo  ?b	0.0022	0.22147651	0.22147651	33	149	149	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?g  ?m  http://dbpedia.org/ontology/secondDriver  ?a   => ?a  equalTo  ?b	0.002466667	0.176190476	0.176190476	37	210	210	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?g  ?m  http://dbpedia.org/ontology/secondDriver  ?a   => ?a  equalTo  ?b	0.001866667	0.14507772	0.14507772	28	193	193	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?a  ?m  http://dbpedia.org/ontology/firstDriver  ?g   => ?a  equalTo  ?b	0.003266667	0.25	0.25	49	196	196	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?a  ?m  http://dbpedia.org/ontology/poleDriver  ?g   => ?a  equalTo  ?b	0.003133333	0.242268041	0.242268041	47	194	194	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?a  ?m  http://dbpedia.org/ontology/secondDriver  ?g   => ?a  equalTo  ?b	0.002466667	0.176190476	0.176190476	37	210	210	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?a  ?m  http://dbpedia.org/ontology/thirdDriver  ?g   => ?a  equalTo  ?b	0.001866667	0.141414141	0.141414141	28	198	198	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?g  ?m  http://dbpedia.org/ontology/poleDriver  ?a   => ?a  equalTo  ?b	0.003133333	0.242268041	0.242268041	47	194	194	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriver  ?g  ?m  http://dbpedia.org/ontology/poleDriver  ?a   => ?a  equalTo  ?b	0.002866667	0.234972678	0.234972678	43	183	183	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?a  ?m  http://dbpedia.org/ontology/secondDriver  ?g   => ?a  equalTo  ?b	0.001866667	0.14507772	0.14507772	28	193	193	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?a  ?m  http://dbpedia.org/ontology/thirdDriver  ?g   => ?a  equalTo  ?b	0.001533333	0.130681818	0.130681818	23	176	176	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?g  ?m  http://dbpedia.org/ontology/firstDriver  ?a   => ?a  equalTo  ?b	0.003266667	0.25	0.25	49	196	196	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriver  ?a  ?m  http://dbpedia.org/ontology/poleDriver  ?g   => ?a  equalTo  ?b	0.002866667	0.234972678	0.234972678	43	183	183	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?g  ?m  http://dbpedia.org/ontology/thirdDriver  ?a   => ?a  equalTo  ?b	0.001866667	0.141414141	0.141414141	28	198	198	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?g  ?m  http://dbpedia.org/ontology/thirdDriver  ?a   => ?a  equalTo  ?b	0.001533333	0.130681818	0.130681818	23	176	176	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?g  ?m  http://dbpedia.org/ontology/starring  ?a   => ?a  equalTo  ?b	0.001	0.365853659	0.375	15	41	40	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/starring  ?a  ?m  http://dbpedia.org/ontology/writer  ?g   => ?a  equalTo  ?b	0.001	0.384615385	0.394736842	15	39	38	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/developer  ?g  ?m  http://dbpedia.org/ontology/publisher  ?a   => ?a  equalTo  ?b	0.0022	0.22147651	0.22147651	33	149	149	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/country  ?a  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?g   => ?a  equalTo  ?b	0.001266667	0.59375	0.59375	19	32	32	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?a  ?m  http://dbpedia.org/ontology/writer  ?g   => ?a  equalTo  ?b	0.002	0.555555556	0.555555556	30	54	54	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?a  ?m  http://dbpedia.org/ontology/producer  ?g   => ?a  equalTo  ?b	0.0014	0.538461538	0.538461538	21	39	39	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?a  ?m  http://dbpedia.org/ontology/starring  ?g   => ?a  equalTo  ?b	0.001	0.375	0.375	15	40	40	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/distributingCompany  ?a  ?m  http://dbpedia.org/ontology/distributingLabel  ?g   => ?a  equalTo  ?b	0.001866667	0.518518519	0.518518519	28	54	54	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/distributingCompany  ?g  ?m  http://dbpedia.org/ontology/distributingLabel  ?a   => ?a  equalTo  ?b	0.001866667	0.518518519	0.518518519	28	54	54	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.0012	0.206896552	0.206896552	18	87	87	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001133333	0.2	0.2	17	85	85	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	0.185185185	0.185185185	15	81	81	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/secondTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	0.176470588	0.176470588	15	85	85	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.0012	0.24	0.24	18	75	75	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.0012	0.236842105	0.236842105	18	76	76	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.001133333	0.197674419	0.197674419	17	86	86	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	0.176470588	0.176470588	15	85	85	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g   => ?a  equalTo  ?b	0.0014	0.313432836	0.313432836	21	67	67	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	0.266666667	0.266666667	20	75	75	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001133333	0.2	0.2	17	85	85	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001133333	0.197674419	0.197674419	17	86	86	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/draftTeam  ?a  ?m  http://dbpedia.org/ontology/formerTeam  ?g   => ?a  equalTo  ?b	0.0014	0.015613383	0.015613383	21	1345	1345	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a   => ?a  equalTo  ?b	0.0014	0.313432836	0.313432836	21	67	67	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	0.307692308	0.307692308	20	65	65	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.0012	0.206896552	0.206896552	18	87	87	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	0.236842105	0.236842105	18	76	76	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a   => ?a  equalTo  ?b	0.001333333	0.307692308	0.307692308	20	65	65	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a   => ?a  equalTo  ?b	0.001333333	0.266666667	0.266666667	20	75	75	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	0.24	0.24	18	75	75	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	0.185185185	0.185185185	15	81	81	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.0032	0.011116258	0.011217574	48	4318	4279	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.003533333	0.012360075	0.01247646	53	4288	4248	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/artist  ?a  ?g  http://dbpedia.org/ontology/producer  ?b   => ?a  equalTo  ?b	0.035266667	0.191805656	0.196947133	529	2758	2686	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/producer  ?b  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.021466667	0.228855721	0.230989957	322	1407	1394	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/musicalBand  ?a  ?g  http://dbpedia.org/ontology/producer  ?b   => ?a  equalTo  ?b	0.0146	0.213658537	0.215551181	219	1025	1016	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/musicalArtist  ?a  ?g  http://dbpedia.org/ontology/producer  ?b   => ?a  equalTo  ?b	0.0146	0.213658537	0.215551181	219	1025	1016	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/album  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.001733333	0.01594114	0.016039482	26	1631	1621	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/producer  ?a   => ?a  equalTo  ?b	0.041466667	0.193829854	0.196773173	622	3209	3161	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?a   => ?a  equalTo  ?b	0.031266667	0.604381443	0.609882965	469	776	769	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?a   => ?a  equalTo  ?b	0.031266667	0.604381443	0.609882965	469	776	769	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.019666667	0.222138554	0.224334601	295	1328	1315	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/recordLabel  ?a   => ?a  equalTo  ?b	0.001466667	0.013268999	0.01335762	22	1658	1647	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/artist  ?b  ?m  http://dbpedia.org/ontology/picture  ?a   => ?a  equalTo  ?b	0.001466667	0.88	0.88	22	25	25	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/producer  ?a  ?g  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.022	0.207677785	0.21086262	330	1589	1565	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/musicalBand  ?a  ?g  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.0194	0.201663202	0.203354298	291	1443	1431	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/musicalArtist  ?a  ?g  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.0194	0.201663202	0.203354298	291	1443	1431	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/artist  ?a  ?g  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.005133333	0.320833333	0.324894515	77	240	237	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/starring  ?a  ?g  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.001066667	0.4	0.41025641	16	40	39	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/director  ?a  ?g  http://dbpedia.org/ontology/writer  ?b   => ?a  equalTo  ?b	0.002	0.535714286	0.535714286	30	56	56	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/composer  ?b  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.0306	0.2884978	0.291613723	459	1591	1574	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/composer  ?b  ?m  http://dbpedia.org/ontology/producer  ?a   => ?a  equalTo  ?b	0.019333333	0.169689877	0.172004745	290	1709	1686	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/composer  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?a   => ?a  equalTo  ?b	0.0146	0.232978723	0.233974359	219	940	936	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/composer  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?a   => ?a  equalTo  ?b	0.0146	0.232978723	0.233974359	219	940	936	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/artist  ?a  ?g  http://dbpedia.org/ontology/composer  ?b   => ?a  equalTo  ?b	0.004933333	0.247491639	0.248322148	74	299	298	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/follows  ?b  ?m  http://dbpedia.org/ontology/previousWork  ?a   => ?a  equalTo  ?b	0.009933333	0.390052356	0.392105263	149	382	380	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/follows  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.003666667	0.163204748	0.163204748	55	337	337	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/album  ?a  ?g  http://dbpedia.org/ontology/follows  ?b   => ?a  equalTo  ?b	0.001133333	0.047486034	0.047619048	17	358	357	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/followedBy  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.0088	0.340206186	0.341085271	132	388	387	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/followedBy  ?b  ?m  http://dbpedia.org/ontology/previousWork  ?a   => ?a  equalTo  ?b	0.003933333	0.170028818	0.171511628	59	347	344	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/associatedBand  ?a  ?g  http://dbpedia.org/ontology/bandMember  ?b   => ?a  equalTo  ?b	0.001266667	0.032094595	0.032986111	19	592	576	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?g  http://dbpedia.org/ontology/bandMember  ?b   => ?a  equalTo  ?b	0.001266667	0.032094595	0.032986111	19	592	576	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/bandMember  ?b  ?m  http://dbpedia.org/ontology/formerBandMember  ?a   => ?a  equalTo  ?b	0.004266667	0.277056277	0.277056277	64	231	231	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/formerTeam  ?a  ?g  http://dbpedia.org/ontology/team  ?b   => ?a  equalTo  ?b	0.015	0.014264883	0.014264883	225	15773	15773	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/draftTeam  ?a  ?g  http://dbpedia.org/ontology/team  ?b   => ?a  equalTo  ?b	0.001333333	0.011855365	0.011855365	20	1687	1687	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/league  ?a  ?g  http://dbpedia.org/ontology/team  ?b   => ?a  equalTo  ?b	0.001066667	0.017039404	0.017039404	16	939	939	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/associatedBand  ?a  ?g  http://dbpedia.org/ontology/influencedBy  ?b   => ?a  equalTo  ?b	0.0036	0.070959264	0.072386059	54	761	746	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?g  http://dbpedia.org/ontology/influencedBy  ?b   => ?a  equalTo  ?b	0.0036	0.070959264	0.072386059	54	761	746	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/birthPlace  ?b  ?m  http://dbpedia.org/ontology/hometown  ?a   => ?a  equalTo  ?b	0.0036	0.5625	0.5625	54	96	96	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/birthPlace  ?b  ?m  http://dbpedia.org/ontology/deathPlace  ?a   => ?a  equalTo  ?b	0.002866667	0.355371901	0.355371901	43	121	121	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/currentTeam  ?b  ?m  http://dbpedia.org/ontology/formerTeam  ?a   => ?a  equalTo  ?b	0.0032	0.032432432	0.032432432	48	1480	1480	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/currentTeam  ?b  ?m  http://dbpedia.org/ontology/team  ?a   => ?a  equalTo  ?b	0.0056	0.394366197	0.394366197	84	213	213	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/birthPlace  ?a  ?g  http://dbpedia.org/ontology/nationality  ?b   => ?a  equalTo  ?b	0.0014	0.375	0.375	21	56	56	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/hometown  ?a  ?g  http://dbpedia.org/ontology/nationality  ?b   => ?a  equalTo  ?b	0.004266667	0.633663366	0.633663366	64	101	101	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/birthPlace  ?a  ?g  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  equalTo  ?b	0.002533333	0.37254902	0.37254902	38	102	102	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/fastestDriver  ?b  ?m  http://dbpedia.org/ontology/secondDriver  ?a   => ?a  equalTo  ?b	0.002733333	0.191588785	0.191588785	41	214	214	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/fastestDriver  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?a   => ?a  equalTo  ?b	0.0032	0.243654822	0.243654822	48	197	197	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/fastestDriver  ?b  ?m  http://dbpedia.org/ontology/firstDriver  ?a   => ?a  equalTo  ?b	0.003266667	0.240196078	0.240196078	49	204	204	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/fastestDriver  ?b  ?m  http://dbpedia.org/ontology/thirdDriver  ?a   => ?a  equalTo  ?b	0.0018	0.132352941	0.132352941	27	204	204	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/developer  ?b  ?m  http://dbpedia.org/ontology/publisher  ?a   => ?a  equalTo  ?b	0.002	0.236220472	0.236220472	30	127	127	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/fastestDriver  ?a  ?g  http://dbpedia.org/ontology/poleDriver  ?b   => ?a  equalTo  ?b	0.003133333	0.242268041	0.242268041	47	194	194	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/poleDriver  ?b  ?m  http://dbpedia.org/ontology/secondDriver  ?a   => ?a  equalTo  ?b	0.001866667	0.144329897	0.144329897	28	194	194	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/firstDriver  ?a  ?g  http://dbpedia.org/ontology/poleDriver  ?b   => ?a  equalTo  ?b	0.002866667	0.234972678	0.234972678	43	183	183	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/poleDriver  ?b  ?m  http://dbpedia.org/ontology/thirdDriver  ?a   => ?a  equalTo  ?b	0.001533333	0.129943503	0.129943503	23	177	177	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/fastestDriver  ?a  ?g  http://dbpedia.org/ontology/firstDriver  ?b   => ?a  equalTo  ?b	0.003266667	0.248730964	0.248730964	49	197	197	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/firstDriver  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?a   => ?a  equalTo  ?b	0.002866667	0.233695652	0.233695652	43	184	184	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/starring  ?b  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.001066667	0.41025641	0.41025641	16	39	39	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/producer  ?a  ?g  http://dbpedia.org/ontology/starring  ?b   => ?a  equalTo  ?b	0.001066667	0.380952381	0.380952381	16	42	42	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/director  ?a  ?g  http://dbpedia.org/ontology/starring  ?b   => ?a  equalTo  ?b	0.001066667	0.390243902	0.4	16	41	40	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/formerTeam  ?a  ?g  http://dbpedia.org/ontology/teamManager  ?b   => ?a  equalTo  ?b	0.001466667	0.055837563	0.055837563	22	394	394	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/developer  ?a  ?g  http://dbpedia.org/ontology/publisher  ?b   => ?a  equalTo  ?b	0.002266667	0.251851852	0.251851852	34	135	135	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/adjacentSettlement  ?b  ?m  http://dbpedia.org/ontology/neighboringMunicipality  ?a   => ?a  equalTo  ?b	0.003333333	0.143678161	0.143678161	50	348	348	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/biggestCity  ?b  ?m  http://dbpedia.org/ontology/capital  ?a   => ?a  equalTo  ?b	0.0022	0.970588235	0.970588235	33	34	34	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/biggestCity  ?b  ?m  http://dbpedia.org/ontology/largestCity  ?a   => ?a  equalTo  ?b	0.001066667	1	1	16	16	16	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/country  ?a  ?g  http://dbpedia.org/ontology/state  ?b   => ?a  equalTo  ?b	0.0016	0.32	0.32	24	75	75	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/isPartOf  ?a  ?g  http://dbpedia.org/ontology/state  ?b   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/director  ?b  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.002	0.555555556	0.555555556	30	54	54	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/director  ?b  ?m  http://dbpedia.org/ontology/producer  ?a   => ?a  equalTo  ?b	0.001466667	0.523809524	0.523809524	22	42	42	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/currentTeamManager  ?b  ?m  http://dbpedia.org/ontology/formerTeam  ?a   => ?a  equalTo  ?b	0.001066667	0.077294686	0.077294686	16	207	207	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/family  ?b  ?m  http://dbpedia.org/ontology/relative  ?a   => ?a  equalTo  ?b	0.001333333	0.25	0.25	20	80	80	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/country  ?a  ?g  http://dbpedia.org/ontology/sourceCountry  ?b   => ?a  equalTo  ?b	0.0016	0.32	0.32	24	75	75	-1
?m  equalTo  ?g  ?m  http://dbpedia.org/ontology/country  ?a  ?g  http://dbpedia.org/ontology/sourceState  ?b   => ?a  equalTo  ?b	0.0016	0.32	0.32	24	75	75	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/fastestDriverTeam  ?b  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001066667	0.183908046	0.183908046	16	87	87	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/fastestDriverTeam  ?b  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.001133333	0.197674419	0.197674419	17	86	86	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/fastestDriverTeam  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a   => ?a  equalTo  ?b	0.0014	0.308823529	0.308823529	21	68	68	-1
